transaction_id,customer_name,phone,email,account_type,branch_state,branch_city,transaction_type,channel,transaction_amount,balance_after,transaction_date,status,narration
TXN-0144,Halima Usman,08109303488,halima.usman97@gmail.com,Fixed Deposit,DELTA,Ughelli,Transfer,Bank Branch,₦14639,350403.09,2024-03-27,Reversed,Interbank Transfer - Access Bank
TXN-0145,Tosin Tanko,08066815686,tosintanko23@hotmail.com,Fixed Deposit,kaduna,Kaduna North,Transfer,POS,₦70169,719381.69,2024-04-30,Reversed,Transfer to Uche Usman - Opay
TXN-0146,Segun Lawal,08055592296,segun.lawal34@hotmail.com,Savings,ogun,Ota,Debit,ATM,₦7702,559886.89,2024-03-01,Failed,ATM Cash Withdrawal
TXN-0147,Chidi Okonkwo,08155055861,chidiokonkwo4@hotmail.com,Fixed Deposit,OYO,Ibadan,Transfer,POS,₦4941,424457.36,2024-10-06,Successful,Interbank Transfer - Access Bank
TXN-0148,Chukwuemeka Aliyu,07014269423,chukwuemeka.aliyu27@gmail.com,Current,rivers,Port Harcourt,Credit,Bank Branch,₦39037,154765.67,2024-09-28,Failed,Business Revenue
TXN-0149,Tosin Ogundipe,08055409350,tosinogundipe36@hotmail.com,Savings,ANAMBRA,Ekwulobia,Transfer,ATM,₦4770,129023.36,2024-04-18,Successful,Transfer to Musa Bello - Opay
TXN-0150,Zainab Eze,08051215277,zainabeze@yahoo.com,Current,KADUNA,Kaduna South,Debit,USSD,₦2597,225767.23,2024-03-21,Reversed,Airtime Purchase - MTN
TXN-0151,Zainab Nwachukwu,08025392943,zainabnwachukwu55@gmail.com,Savings,ogun,Sagamu,Debit,POS,₦8506,227217.21,2024-12-28,Pending,Rent Payment
TXN-0152,Ngozi Yusuf,08127411686,ngoziyusuf@hotmail.com,Savings,Kaduna,Igabi,Transfer,POS,₦54148,304914.64,2024-11-27,Successful,Transfer to Segun Adebayo
TXN-0153,Oluwaseun Nwosu,08123510262,oluwaseun_nwosu@gmail.com,Fixed Deposit,Kano,Nasarawa,Credit,ATM,₦630,783824.68,2024-10-02,Successful,Business Revenue
TXN-0154,Tosin Usman,08059048190,tosin_usman@gmail.com,Current,rivers,Oyigbo,Credit,Mobile App,₦180878,379772.92,2024-04-16,Successful,Transfer from Halima Okafor
TXN-0155,Chioma Ogundipe,08122651745,chiomaogundipe@yahoo.com,Fixed Deposit,Lagos,Lekki,Credit,USSD,₦3481,161114.32,2024-11-11,Pending,Business Revenue
TXN-0156,Blessing Okafor,08059847693,blessing.okafor@hotmail.com,Current,oyo,Oyo,Debit,ATM,₦2156,425087.18,2024-02-25,Pending,Fuel Payment
TXN-0157,Funke Garba,08051510333,funke.garba24@yahoo.com,Savings,KANO,Dala,Credit,Mobile App,₦10538,348931.9,2024-04-15,Successful,Dividend Payment
TXN-0158,Biodun Nwosu,09058624135,biodun_nwosu@outlook.com,Current,ENUGU,Nsukka,Debit,USSD,₦13574,750807.23,2024-02-08,Successful,POS Payment - Shoprite
TXN-0159,Zainab Mohammed,08035387356,zainab.mohammed@hotmail.com,Fixed Deposit,delta,Ughelli,Debit,USSD,₦107959,711664.89,2024-01-01,Failed,Supermarket Purchase
TXN-0160,Ngozi Tanko,09037250135,ngozi_tanko@hotmail.com,Current,delta,Asaba,Credit,POS,₦9426,483605.88,2024-06-13,Successful,Transfer from Obinna Adeleke
TXN-0161,Kayode Obi,08155154257,kayodeobi@gmail.com,Current,abuja,Asokoro,Transfer,USSD,₦88378,204968.11,2024-09-26,Successful,NIP Transfer to Nneka Mohammed
TXN-0162,Halima Lawal,07032540558,halima_lawal@hotmail.com,Fixed Deposit,Enugu,Nsukka,Transfer,Bank Branch,₦2077,277897.51,2024-03-19,Failed,Transfer to Rukayat Chukwu - Opay
TXN-0163,Chukwuemeka Nwosu,08058577755,chukwuemeka.nwosu35@gmail.com,Fixed Deposit,OGUN,Ijebu-Ode,Debit,POS,₦21812,193325.98,2024-09-22,Reversed,POS Payment - Shoprite
TXN-0164,Aisha Okonkwo,07063127655,aisha.okonkwo85@outlook.com,Savings,OGUN,Sagamu,Debit,ATM,₦179313,108936.37,2024-08-01,Pending,ATM Cash Withdrawal
TXN-0165,Zainab Musa,08029140028,zainab.musa@hotmail.com,Fixed Deposit,kaduna,Zaria,Debit,Bank Branch,₦70663,227778.11,2024-02-12,Pending,Bill Payment - EKEDC
TXN-0166,Babatunde Adekunle,08129185342,babatundeadekunle86@hotmail.com,Savings,anambra,Onitsha,Transfer,Bank Branch,₦9074,404914.23,2024-10-27,Failed,Interbank Transfer - Access Bank
TXN-0167,Tunde Nwofor,08169902147,tundenwofor67@gmail.com,Current,OYO,Oyo,Debit,Mobile App,₦54795,610022.53,2024-11-20,Successful,ATM Cash Withdrawal
TXN-0168,Nneka Obi,09071577226,nnekaobi@yahoo.com,Savings,Rivers,Port Harcourt,Transfer,USSD,₦29179,508491.02,2024-04-21,Reversed,Transfer to Funke Tanko - Opay
TXN-0169,Zainab Adebayo,08025825307,zainab.adebayo@yahoo.com,Fixed Deposit,enugu,Oji River,Debit,ATM,₦98891,303904.52,2024-04-09,Successful,Airtime Purchase - MTN
TXN-0170,Tunde Abubakar,08088774378,tunde.abubakar@hotmail.com,Fixed Deposit,Rivers,Port Harcourt,Debit,Mobile App,₦16758,228352.33,2024-09-29,Successful,School Fees Payment
TXN-0171,Bayo Lawal,08079752260,bayo_lawal49@gmail.com,Savings,ENUGU,Agbani,Debit,POS,₦1404,309676.1,2024-03-23,Successful,Airtime Purchase - MTN
TXN-0172,Chukwuemeka Obiora,08106363728,chukwuemekaobiora@gmail.com,Savings,OGUN,Abeokuta,Debit,USSD,₦7394,444951.75,2024-12-04,Pending,ATM Cash Withdrawal
TXN-0173,Nkechi Obi,08030151642,nkechi_obi@gmail.com,Fixed Deposit,Anambra,Awka,Credit,Bank Branch,₦62571,820841.24,2024-12-20,Successful,Refund - Jumia
TXN-0174,Nneka Obiora,08055871889,nneka_obiora@outlook.com,Fixed Deposit,ENUGU,Oji River,Debit,Mobile App,₦4131,647521.53,2024-04-03,Failed,Supermarket Purchase
TXN-0175,Yusuf Obi,09094227893,yusuf.obi@hotmail.com,Savings,DELTA,Warri,Credit,Bank Branch,₦65072,356560.46,2024-06-25,Successful,Transfer from Ibrahim Ibrahim
TXN-0176,Adaeze Okafor,09051903096,adaeze_okafor75@gmail.com,Current,kaduna,Kafanchan,Credit,Mobile App,₦351244,646679.62,2024-03-05,Reversed,Business Revenue
TXN-0177,Rukayat Eze,08029805589,rukayat.eze@yahoo.com,Current,KANO,Fagge,Debit,POS,₦3484,528068.85,2024-09-30,Pending,ATM Cash Withdrawal
TXN-0178,Chidi Nwofor,08083594729,chidi_nwofor@hotmail.com,Fixed Deposit,RIVERS,Eleme,Credit,USSD,₦2206,742700.0,2024-06-14,Pending,Salary Credit - Federal Civil Service
TXN-0179,Fatima Okafor,08160648450,fatimaokafor@gmail.com,Current,Delta,Warri,Debit,Bank Branch,₦3645,178122.11,2024-01-23,Failed,POS Payment - Chicken Republic
TXN-0180,Nneka Ogundipe,07037744043,nnekaogundipe@gmail.com,Savings,Rivers,Port Harcourt,Credit,Bank Branch,₦137602,526640.71,2024-05-20,Reversed,Transfer from Halima Nwachukwu
TXN-0181,Ibrahim Abubakar,08133690254,ibrahimabubakar@outlook.com,Fixed Deposit,Kaduna,Kaduna North,Debit,POS,₦7171,562135.54,2024-06-07,Pending,Airtime Purchase - MTN
TXN-0182,Babatunde Ibrahim,08125289863,babatundeibrahim@gmail.com,Current,ANAMBRA,Awka,Transfer,Bank Branch,₦11796,550905.24,2024-06-24,Successful,Transfer to Zainab Nwachukwu
TXN-0183,Rukayat Mohammed,08034798732,rukayat_mohammed3@yahoo.com,Current,ANAMBRA,Ogidi,Debit,USSD,₦164251,597650.73,2024-05-02,Successful,POS Payment - Chicken Republic
TXN-0184,Aisha Abubakar,09027500051,aisha.abubakar56@yahoo.com,Savings,kaduna,Kaduna North,Debit,ATM,₦16105,0,2024-07-19,Pending,Rent Payment
TXN-0185,Chinyere Ogundipe,07014865109,chinyereogundipe@gmail.com,Fixed Deposit,Ogun,Ilaro,Transfer,POS,₦98834,621783.74,2024-04-23,Failed,NIP Transfer to Chioma Nwosu
TXN-0186,Kemi Adeleke,08153068153,kemi_adeleke@gmail.com,Current,KANO,Nasarawa,Credit,Bank Branch,₦4484,574953.79,2024-05-20,Successful,Refund - Jumia
TXN-0187,Segun Nwosu,08037459967,segun_nwosu12@gmail.com,Savings,Delta,Warri,Debit,POS,₦59324,252378.9,2024-11-03,Pending,POS Payment - Shoprite
TXN-0188,Kayode Adekunle,09023907510,kayodeadekunle@yahoo.com,Savings,anambra,Onitsha,Credit,ATM,₦9104,225299.55,2024-05-11,Successful,Refund - Jumia
TXN-0189,Oluwaseun Aliyu,08084408949,oluwaseun_aliyu@outlook.com,Current,anambra,Nnewi,Credit,USSD,₦111319,102501.99,2024-11-03,Successful,Freelance Income
TXN-0190,Yusuf Chukwu,08132194685,yusuf_chukwu@outlook.com,Savings,ANAMBRA,Ekwulobia,Transfer,USSD,₦14741,731193.14,2024-08-28,Pending,Transfer to Rukayat Tanko - Opay
TXN-0191,Ibrahim Lawal,09037371530,ibrahim_lawal@yahoo.com,Fixed Deposit,ogun,Ota,Transfer,POS,₦6190,760424.05,2024-07-10,Successful,Transfer to Tosin Chukwu
TXN-0192,Obinna Garba,08071174639,obinnagarba@outlook.com,Fixed Deposit,Anambra,Nnewi,Credit,USSD,₦4197,532236.09,2024-04-09,Reversed,Salary Credit - Federal Civil Service
TXN-0193,Ifeanyi Yusuf,07067285551,ifeanyi_yusuf@hotmail.com,Fixed Deposit,Kano,Tarauni,Debit,ATM,₦19245,112684.93,2024-10-30,Pending,Airtime Purchase - MTN
TXN-0194,Tosin Nwosu,08123980173,tosin_nwosu19@hotmail.com,Current,Anambra,Onitsha,Transfer,USSD,₦186449,0,2024-09-07,Successful,Transfer to Halima Obiora - Opay
TXN-0195,Uche Salami,,uche.salami75@hotmail.com,Savings,rivers,Eleme,Transfer,USSD,₦171326,99547.79,2024-01-29,Successful,Transfer to Chidi Aliyu
TXN-0196,Chinyere Nwachukwu,08143439109,chinyere_nwachukwu@yahoo.com,Fixed Deposit,delta,Ughelli,Transfer,Bank Branch,₦3186,346252.23,2024-10-09,Pending,NIP Transfer to Bayo Usman
TXN-0197,Yusuf Musa,08051820753,yusuf.musa@outlook.com,Current,anambra,Onitsha,Credit,Bank Branch,₦76860,,2024-11-15,Reversed,Loan Disbursement - GTBank
TXN-0198,Chidi Chukwu,09039142560,chidichukwu@gmail.com,Savings,delta,Ughelli,Credit,POS,₦4895,476699.21,2024-01-04,Failed,Business Revenue
TXN-0199,Oluwaseun Adeleke,09076076291,oluwaseunadeleke@outlook.com,Current,ABUJA,Gwarinpa,Transfer,USSD,₦14329,125213.66,2024-07-24,Successful,Transfer to Aisha Nwofor - Opay
TXN-0200,Ibrahim Nwachukwu,08166695252,ibrahimnwachukwu41@hotmail.com,Savings,Rivers,Ikwerre,Credit,Bank Branch,₦9625,275001.45,2024-02-26,Successful,Refund - Jumia
TXN-0201,Damilola Abubakar,08057370086,damilola.abubakar80@gmail.com,Current,Enugu,Nsukka,Transfer,USSD,₦10319,534703.22,2024-12-15,Successful,Transfer to Chukwuemeka Okafor
TXN-0202,Tosin Ogundipe,09099358918,tosin_ogundipe98@gmail.com,Current,kano,Fagge,Transfer,USSD,₦1862,58393.49,2024-08-06,Failed,Interbank Transfer - Access Bank
TXN-0203,Tosin Usman,07039059555,tosinusman@yahoo.com,Current,KANO,Tarauni,Credit,USSD,₦9242,436475.81,2024-05-07,Pending,Dividend Payment
TXN-0204,Adaeze Suleiman,08128377907,adaeze.suleiman@hotmail.com,Fixed Deposit,oyo,Ogbomosho,Transfer,ATM,₦3504,531435.8,2024-05-12,Failed,NIP Transfer to Nkechi Adeleke
TXN-0205,Kemi Salami,09035048117,kemi_salami44@yahoo.com,Current,Abuja,Gwarinpa,Transfer,Bank Branch,₦10389,357010.94,2024-04-14,Failed,Transfer to Tunde Garba - Opay
TXN-0206,Uche Okonkwo,09056382109,ucheokonkwo@yahoo.com,Current,Abuja,Asokoro,Credit,USSD,₦19856,747047.15,2024-10-08,Pending,Business Revenue
TXN-0207,Amina Ibrahim,,amina.ibrahim60@outlook.com,Fixed Deposit,ENUGU,Nsukka,Credit,ATM,₦33923,259609.09,2024-04-24,Reversed,Loan Disbursement - GTBank
TXN-0208,Bayo Adeyemi,09073079694,bayoadeyemi@hotmail.com,Savings,Enugu,Enugu,Credit,USSD,₦12954,558616.41,2024-05-24,Successful,Business Revenue
TXN-0209,Ifeanyi Adebayo,08060707416,ifeanyi.adebayo14@hotmail.com,Current,OGUN,Abeokuta,Debit,POS,₦2684,732217.5,2024-08-03,Successful,Fuel Payment
TXN-0210,Emeka Bello,08168845419,emeka.bello68@yahoo.com,Savings,Anambra,Ekwulobia,Debit,ATM,₦6327,580025.34,2024-11-11,Reversed,Supermarket Purchase
TXN-0211,Yakubu Musa,09026389303,yakubumusa70@gmail.com,Fixed Deposit,delta,Ughelli,Transfer,POS,₦9845,736187.24,2024-01-26,Successful,Transfer to Nneka Nwosu - Opay
TXN-0212,Ifeanyi Garba,09052830003,ifeanyigarba@hotmail.com,Current,kaduna,Zaria,Credit,ATM,₦1339,141726.47,2024-02-16,Successful,Freelance Income
TXN-0213,Biodun Usman,09036916657,biodun.usman43@yahoo.com,Current,rivers,Obio-Akpor,Transfer,Bank Branch,₦12975,467631.01,2024-06-23,Successful,Interbank Transfer - Access Bank
TXN-0214,Sade Usman,08051575453,sade_usman@gmail.com,Current,Delta,Agbor,Transfer,ATM,₦3150000,0,2024-10-04,Reversed,Interbank Transfer - Access Bank
TXN-0215,Chidi Adeleke,09097557990,chidiadeleke@outlook.com,Savings,OGUN,Sagamu,Transfer,USSD,₦4746,380903.87,2024-01-17,Successful,Interbank Transfer - Access Bank
TXN-0216,Zainab Eze,08062901201,zainab_eze@outlook.com,Current,Anambra,Nnewi,Credit,USSD,₦133202,865098.95,2024-12-08,Failed,Dividend Payment
TXN-0217,Aisha Adekunle,08051489893,aisha_adekunle82@hotmail.com,Current,enugu,Nsukka,Debit,USSD,₦8922,242181.92,2024-08-21,Reversed,Supermarket Purchase
TXN-0218,Babatunde Chukwu,07063428238,babatunde.chukwu@yahoo.com,Fixed Deposit,KADUNA,Kaduna North,Transfer,POS,₦91512,692276.84,2024-01-11,Successful,Transfer to Ngozi Garba - Opay
TXN-0219,Fatima Adebayo,08058208593,fatima_adebayo@yahoo.com,Current,abuja,Garki,Credit,Mobile App,₦2284,413462.21,2024-01-25,Reversed,Salary Credit - Dangote Group
TXN-0220,Ifeanyi Musa,07069335856,ifeanyimusa41@gmail.com,Savings,ogun,Ijebu-Ode,Transfer,ATM,₦2530,118246.15,2024-01-01,Successful,NIP Transfer to Kayode Adekunle
TXN-0221,Kemi Tanko,08064735607,kemi_tanko@outlook.com,Fixed Deposit,Rivers,Obio-Akpor,Transfer,Mobile App,₦27249,440537.73,2024-05-12,Reversed,Transfer to Kemi Bello - Opay
TXN-0222,Yakubu Obiora,08159998710,yakubu_obiora60@hotmail.com,Fixed Deposit,DELTA,Warri,Transfer,ATM,₦26959,235093.91,2024-11-10,Successful,Interbank Transfer - Access Bank
TXN-0223,Musa Lawal,08085405197,musa_lawal@outlook.com,Savings,abuja,Garki,Debit,ATM,₦17398,750251.86,2024-09-24,Pending,ATM Cash Withdrawal
TXN-0224,Rukayat Obi,08081753367,rukayat.obi83@outlook.com,Fixed Deposit,Enugu,Oji River,Debit,ATM,₦2543,562645.13,2024-01-19,Successful,Bill Payment - EKEDC
TXN-0225,Adaeze Adeleke,09038034521,adaeze.adeleke32@yahoo.com,Fixed Deposit,OGUN,Sagamu,Debit,Bank Branch,₦638,588757.03,2024-08-12,Pending,Fuel Payment
TXN-0226,Damilola Okafor,07016513778,damilolaokafor@outlook.com,Fixed Deposit,abuja,Asokoro,Debit,ATM,₦71261,146646.33,2024-12-15,Pending,Supermarket Purchase
TXN-0227,Amina Adeyemi,08020092080,amina.adeyemi27@yahoo.com,Current,Enugu,Oji River,Debit,Mobile App,₦1896,570520.97,2024-08-26,Successful,Airtime Purchase - MTN
TXN-0228,Biodun Adeyemi,08137623031,biodun.adeyemi3@gmail.com,Fixed Deposit,rivers,Eleme,Debit,POS,₦3513,423560.75,2024-11-26,Successful,POS Payment - Chicken Republic
TXN-0229,Aisha Musa,08025095283,aisha_musa@yahoo.com,Savings,Abuja,Gwarinpa,Debit,POS,₦18346,185240.67,2024-10-12,Successful,Rent Payment
TXN-0230,Obinna Okonkwo,08051959083,obinnaokonkwo@gmail.com,Fixed Deposit,Anambra,Nnewi,Credit,Bank Branch,₦139874,872562.22,2024-11-26,Successful,Freelance Income
TXN-0231,Tosin Bello,09036672474,tosin_bello@hotmail.com,Fixed Deposit,ABUJA,Maitama,Transfer,ATM,₦754,128416.17,2024-05-30,Successful,Transfer to Musa Aliyu
TXN-0232,Damilola Salami,09034511320,damilola_salami@yahoo.com,Fixed Deposit,ABUJA,Gwarinpa,Transfer,Bank Branch,₦10808,378133.53,2024-08-07,Pending,Interbank Transfer - Access Bank
TXN-0233,Chidi Adeyemi,07061233035,chidi_adeyemi@gmail.com,Fixed Deposit,OYO,Oyo,Credit,USSD,₦40530,513279.57,2024-09-16,Successful,Dividend Payment
TXN-0234,Halima Garba,08089343438,halimagarba45@hotmail.com,Savings,Ogun,Ota,Transfer,Mobile App,₦16336,524970.2,2024-10-09,Pending,Transfer to Obinna Obi - Opay
TXN-0235,Blessing Musa,08076725265,blessing_musa81@yahoo.com,Fixed Deposit,Abuja,Wuse,Transfer,USSD,₦40068,98908.06,2024-01-07,Failed,Transfer to Funke Musa
TXN-0236,Biodun Usman,07062510847,biodun.usman72@yahoo.com,Current,Enugu,Agbani,Debit,Mobile App,₦71521,444456.42,2024-10-31,Successful,Supermarket Purchase
TXN-0237,Yusuf Nwosu,09075237600,yusuf_nwosu@gmail.com,Savings,anambra,Awka,Credit,Mobile App,₦4626,438785.23,2024-11-28,Reversed,Refund - Jumia
TXN-0238,Emeka Obi,08062860378,emekaobi73@hotmail.com,Fixed Deposit,enugu,Awgu,Transfer,USSD,₦50976,34790.76,2024-08-07,Successful,Transfer to Blessing Lawal - Opay
TXN-0239,Chukwuemeka Abubakar,09052124414,chukwuemeka_abubakar79@yahoo.com,Current,abuja,Wuse,Debit,ATM,₦14051,630108.78,2024-07-14,Pending,Bill Payment - EKEDC
TXN-0240,Obinna Aliyu,08152570777,obinna.aliyu17@yahoo.com,Fixed Deposit,ENUGU,Awgu,Credit,Bank Branch,₦2399,245165.84,2024-08-11,Successful,Refund - Jumia
TXN-0241,Blessing Adeleke,08135442951,blessingadeleke@outlook.com,Current,Rivers,Ikwerre,Transfer,USSD,₦805,97204.63,2024-07-14,Successful,Transfer to Yakubu Usman
TXN-0242,Halima Musa,09033699198,halima_musa33@gmail.com,Current,KADUNA,Kafanchan,Transfer,POS,₦13333,442446.13,2024-11-09,Successful,Interbank Transfer - Access Bank
TXN-0243,Babatunde Aliyu,09096254880,babatunde_aliyu57@outlook.com,Fixed Deposit,LAGOS,Lekki,Transfer,Bank Branch,₦14379,763574.87,2024-03-11,Failed,NIP Transfer to Damilola Musa
TXN-0244,Chukwuemeka Okonkwo,08061849848,chukwuemekaokonkwo@yahoo.com,Savings,KANO,Gwale,Debit,USSD,₦10331,692335.89,2024-01-08,Successful,POS Payment - Chicken Republic
TXN-0245,Yusuf Musa,09029844758,yusufmusa@yahoo.com,Savings,RIVERS,Obio-Akpor,Transfer,Mobile App,₦4247,691606.24,2024-10-07,Reversed,Transfer to Musa Adeleke - Opay
TXN-0246,Aisha Mohammed,08156410916,aisha_mohammed@gmail.com,Fixed Deposit,oyo,Oyo,Credit,Mobile App,₦11041,249441.51,2024-09-02,Failed,Transfer from Yakubu Adekunle
TXN-0247,Nkechi Suleiman,07011680042,nkechi.suleiman@gmail.com,Current,RIVERS,Oyigbo,Credit,Mobile App,₦95817,74418.02,2024-09-14,Successful,Business Revenue
TXN-0248,Tosin Nwofor,08105982313,tosin_nwofor@gmail.com,Fixed Deposit,Kaduna,Kaduna South,Credit,Mobile App,₦16689,459529.34,2024-03-03,Successful,Business Revenue
TXN-0249,Nkechi Adeleke,08135987384,nkechiadeleke@gmail.com,Current,anambra,Ogidi,Transfer,ATM,₦181416,152855.94,2024-11-12,Pending,Interbank Transfer - Access Bank
TXN-0250,Chioma Garba,08138082297,chiomagarba@outlook.com,Current,ANAMBRA,Awka,Transfer,USSD,₦1574,306954.1,2024-09-30,Pending,Transfer to Nkechi Eze - Opay
TXN-0251,Yakubu Ogundipe,09056884428,yakubu_ogundipe64@yahoo.com,Current,Rivers,Obio-Akpor,Debit,POS,₦11615,250417.16,2024-02-13,Successful,Airtime Purchase - MTN
TXN-0252,Obinna Musa,08056671045,obinnamusa@yahoo.com,Current,RIVERS,Obio-Akpor,Credit,POS,₦14923,739697.1,2024-01-18,Pending,Business Revenue
TXN-0253,Amina Salami,08025338219,aminasalami@gmail.com,Savings,kaduna,Kaduna South,Transfer,Bank Branch,₦8687,111284.5,2024-05-26,Successful,NIP Transfer to Nkechi Adeyemi
TXN-0254,Blessing Lawal,07036648494,blessinglawal@yahoo.com,Current,Kaduna,Kaduna South,Debit,POS,₦444332,328649.16,2024-06-16,Successful,School Fees Payment
TXN-0255,Halima Ibrahim,08078626124,halima.ibrahim@outlook.com,Savings,ABUJA,Garki,Debit,POS,₦43215,748480.61,2024-05-19,Pending,School Fees Payment
TXN-0256,Biodun Usman,09055427644,biodun_usman@gmail.com,Savings,KADUNA,Kaduna North,Debit,USSD,₦182771,187687.59,2024-12-08,Pending,Bill Payment - EKEDC
TXN-0257,Obinna Abubakar,08065281196,obinnaabubakar@hotmail.com,Fixed Deposit,abuja,Garki,Transfer,Mobile App,₦39176,704226.14,2024-12-14,Successful,NIP Transfer to Nneka Bello
TXN-0258,Sade Aliyu,08023784548,sadealiyu31@hotmail.com,Current,Anambra,Ogidi,Debit,ATM,₦2524,760743.28,2024-11-05,Pending,Supermarket Purchase
TXN-0259,Tosin Ibrahim,08081385448,tosin_ibrahim83@hotmail.com,Savings,ANAMBRA,Ogidi,Transfer,USSD,₦3740,193430.13,2024-04-28,Failed,Transfer to Chioma Ogundipe
TXN-0260,Yusuf Usman,08053501542,yusuf_usman@yahoo.com,Fixed Deposit,Delta,Ughelli,Debit,ATM,₦1414,504333.23,2024-04-16,Successful,Supermarket Purchase
TXN-0261,Adaeze Tanko,08025454099,adaezetanko@gmail.com,Savings,rivers,Ikwerre,Transfer,POS,₦4529,570869.52,2024-01-16,Failed,Transfer to Chukwuemeka Bello
TXN-0262,Blessing Tanko,08079085878,blessing.tanko@gmail.com,Savings,Anambra,Nnewi,Credit,Bank Branch,₦301663,679019.82,2024-01-20,Pending,Business Revenue
TXN-0263,Kemi Nwachukwu,08130945493,kemi_nwachukwu@hotmail.com,Fixed Deposit,RIVERS,Oyigbo,Credit,Bank Branch,₦122268,277349.08,2024-01-31,Successful,Loan Disbursement - GTBank
TXN-0264,Blessing Usman,07062309549,blessingusman@outlook.com,Savings,kaduna,Zaria,Debit,Mobile App,₦213103,18328.99,2024-07-04,Reversed,Rent Payment
TXN-0265,Babatunde Musa,08159847159,babatunde.musa@outlook.com,Current,DELTA,Agbor,Credit,POS,₦146700,135917.3,2024-03-28,Successful,Loan Disbursement - GTBank
TXN-0266,Chinyere Okonkwo,08162730913,chinyereokonkwo@outlook.com,Current,RIVERS,Port Harcourt,Transfer,USSD,₦18283,667051.13,2024-08-27,Successful,Interbank Transfer - Access Bank
TXN-0267,Kayode Ibrahim,08086911010,kayode_ibrahim55@gmail.com,Fixed Deposit,LAGOS,Yaba,Debit,Mobile App,₦108448,522355.14,2024-07-31,Successful,Fuel Payment
TXN-0268,Chidi Adeyemi,08030352369,chidi_adeyemi23@yahoo.com,Fixed Deposit,ANAMBRA,Ekwulobia,Transfer,Mobile App,₦3114,72419.32,2024-05-06,Reversed,Interbank Transfer - Access Bank
TXN-0269,Tosin Obiora,08075052541,tosin_obiora51@gmail.com,Savings,OGUN,Abeokuta,Transfer,USSD,₦25027,703691.15,2024-09-05,Failed,Transfer to Uche Garba
TXN-0270,Babatunde Adeyemi,08158420925,babatunde.adeyemi@gmail.com,Savings,OGUN,Ilaro,Credit,Bank Branch,₦284983,872460.75,2024-06-13,Successful,Salary Credit - Lagos State Government
TXN-0271,Nneka Adeleke,08124031960,nnekaadeleke@yahoo.com,Savings,abuja,Garki,Debit,Bank Branch,₦134684,104537.74,2024-05-28,Successful,Fuel Payment
TXN-0272,Emeka Nwofor,08037611589,emekanwofor91@hotmail.com,Savings,delta,Sapele,Transfer,POS,₦14187,,2024-02-06,Reversed,Transfer to Oluwaseun Tanko
TXN-0273,Chinyere Abubakar,09053861367,chinyere.abubakar@yahoo.com,Current,ANAMBRA,Ekwulobia,Debit,Bank Branch,₦17822,362492.34,2024-07-19,Successful,ATM Cash Withdrawal
TXN-0274,Yusuf Ibrahim,09037138978,yusufibrahim21@gmail.com,Current,KADUNA,Kaduna North,Credit,ATM,₦180889,496414.02,2024-04-27,Successful,Salary Credit - Federal Civil Service
TXN-0275,Yusuf Adebayo,09070030276,yusufadebayo@gmail.com,Fixed Deposit,OYO,Oyo,Transfer,USSD,₦4575,463314.78,2024-12-03,Pending,Transfer to Yakubu Aliyu
TXN-0276,Rukayat Chukwu,07010308900,rukayat.chukwu@hotmail.com,Savings,Delta,Ughelli,Debit,POS,₦22635,122041.72,2024-11-14,Successful,Fuel Payment
TXN-0277,Damilola Aliyu,08149194484,damilolaaliyu34@hotmail.com,Savings,Oyo,Saki,Debit,POS,₦1135,285876.68,2024-04-17,Successful,Bill Payment - EKEDC
TXN-0278,Damilola Adeyemi,08106314259,damilola.adeyemi19@yahoo.com,Fixed Deposit,Kano,Fagge,Credit,Mobile App,₦3662,614417.54,2024-07-27,Successful,Freelance Income
TXN-0279,Damilola Tanko,08067286160,damilolatanko@outlook.com,Savings,Abuja,Maitama,Credit,ATM,₦78073,387187.29,2024-12-22,Successful,Transfer from Ibrahim Musa
TXN-0280,Emeka Mohammed,08068636638,emeka_mohammed79@gmail.com,Fixed Deposit,delta,Sapele,Transfer,POS,₦66481,604524.13,2024-01-28,Successful,Interbank Transfer - Access Bank
TXN-0281,Chukwuemeka Lawal,09092792867,chukwuemeka.lawal@outlook.com,Current,Ogun,Ijebu-Ode,Debit,Bank Branch,₦93692,662219.32,2024-05-04,Pending,Bill Payment - EKEDC
TXN-0282,Sade Nwosu,08058612471,sadenwosu35@hotmail.com,Fixed Deposit,delta,Sapele,Debit,ATM,₦8149,581981.9,2024-02-04,Failed,POS Payment - Chicken Republic
TXN-0283,Chidi Musa,08031417942,chidi.musa@yahoo.com,Fixed Deposit,ogun,Ota,Credit,ATM,₦129332,183621.28,2024-02-25,Successful,Loan Disbursement - GTBank
TXN-0284,Tosin Bello,09060577843,tosinbello@hotmail.com,Fixed Deposit,Rivers,Oyigbo,Transfer,POS,₦13522,372140.03,2024-02-28,Successful,Transfer to Chukwuemeka Bello
TXN-0285,Oluwaseun Nwachukwu,08026561551,oluwaseun_nwachukwu@yahoo.com,Savings,Abuja,Garki,Transfer,POS,₦12269,208846.53,2024-03-29,Successful,NIP Transfer to Kemi Suleiman
TXN-0286,Damilola Adeleke,08105702636,damilolaadeleke@yahoo.com,Fixed Deposit,Anambra,Nnewi,Transfer,USSD,₦59520,339555.16,2024-12-16,Successful,Transfer to Musa Mohammed - Opay
